epoch,train,valid,test,id_loss,mm_loss
65,0.42769561634176523,0.0931,0.0951,4.76514757424593,94.12112081050873
66,0.43185657551246304,0.0934,0.0955,4.5840004831552505,94.45756471157074
67,0.43672655007010963,0.0938,0.0957,4.565761983394623,94.4252632856369
68,0.44170725109583925,0.0945,0.0955,4.481687061488628,94.3930013179779
69,0.44573706550627573,0.094,0.0959,4.392610006034374,94.73498511314392
70,0.45089386920139335,0.0939,0.0957,4.306344002485275,94.78161799907684
71,0.4562598905516762,0.0941,0.0956,4.312175326049328,94.83073472976685
72,0.46003054802507876,0.094,0.0963,4.189750544726849,94.98229026794434
73,0.46387239800961044,0.094,0.0969,4.110831342637539,95.03275454044342
74,0.46934921488292297,0.0941,0.0968,4.0814346224069595,95.2057636976242
75,0.4733995480290965,0.0935,0.096,4.017645705491304,95.32306468486786
76,0.4789003112745886,0.0941,0.0964,3.951536562293768,95.3363927602768
77,0.48408670187548214,0.0944,0.0966,3.923765566200018,95.46447598934174
78,0.48794003381432405,0.0944,0.0968,3.836365759372711,95.76325130462646
79,0.4922879592530615,0.0945,0.0966,3.8307806849479675,95.64867401123047
80,0.49553644833082894,0.0944,0.0967,3.7377151362597942,96.03448712825775
81,0.4989969643445455,0.094,0.0965,3.6187929175794125,95.9460072517395
82,0.5032739138535774,0.0935,0.0961,3.663430444896221,96.099573969841
83,0.5071853429745757,0.0944,0.0961,3.625093549489975,96.1825932264328
84,0.5109620741444217,0.0942,0.0967,3.530542355030775,96.38225054740906
85,0.5153215411758325,0.094,0.0964,3.4860470853745937,96.40326404571533
86,0.5194550258943494,0.0943,0.0967,3.421020694077015,96.65318739414215
87,0.522655863920071,0.094,0.0969,3.389312222599983,96.48964738845825
88,0.5271121616809832,0.0938,0.097,3.392490189522505,96.61045122146606
89,0.5309822111946355,0.0943,0.0971,3.2765340879559517,96.76647663116455
