epoch,train,valid,test
67,0.42117535097490516,0.0926,0.0965
68,0.4253038762927086,0.0931,0.0969
69,0.4304526445031258,0.093,0.0972
70,0.4354636794835996,0.0931,0.0974
71,0.44100787201280855,0.0934,0.0973
72,0.44489418396639563,0.0931,0.0978
73,0.4495514881215447,0.094,0.0976
74,0.45476164931839,0.0934,0.0981
75,0.45946586689320035,0.0935,0.0981
76,0.4637586864845156,0.0934,0.0984
77,0.4687469270548743,0.0939,0.0983
78,0.47289074804335945,0.0945,0.0984
79,0.4772584326134209,0.0942,0.0984
80,0.48136442718545097,0.0946,0.0984
81,0.4857388603071162,0.0945,0.0984
82,0.48983409800177585,0.0946,0.098
83,0.493785892877949,0.0947,0.0984
84,0.49737786126032557,0.0945,0.0985
85,0.5016032863625771,0.0942,0.0984
86,0.5048146709619681,0.0944,0.0987
87,0.508737261873433,0.0943,0.0985
88,0.5126311604545674,0.0946,0.0985
89,0.5159983047638371,0.0943,0.0982
90,0.5206803368676074,0.0945,0.0984
91,0.5244944550133389,0.0945,0.0984
92,0.5281400853669805,0.0949,0.0984
93,0.5312022076991997,0.0951,0.0987
94,0.5341003119776935,0.0947,0.0987
95,0.5378260021253857,0.0945,0.0987
96,0.5418788683325566,0.0943,0.0988
97,0.5460153192749181,0.0945,0.0983
98,0.5493955871629114,0.0945,0.0986
99,0.5532095954485006,0.0945,0.0982
100,0.556525974955403,0.0945,0.0986
101,0.5596627268517774,0.095,0.0983
102,0.5627374925169548,0.0951,0.0983
103,0.5665036206136298,0.0954,0.0987
104,0.5700168129961912,0.0958,0.0983
105,0.5739158750040178,0.0955,0.0989
106,0.5769883053564541,0.0957,0.0989
107,0.5799612400862207,0.0956,0.0989
108,0.5828819629986018,0.0958,0.0988
109,0.5867582996512599,0.0954,0.099
110,0.5895747558719304,0.0956,0.0988
111,0.5924250490164567,0.0957,0.0992
112,0.5946047558518417,0.0954,0.0994
113,0.5971406324077124,0.0956,0.0991
114,0.600547577477139,0.0954,0.0991
115,0.6040025753728465,0.0949,0.0984
116,0.6069906394136507,0.095,0.0988
117,0.6105675757896872,0.0951,0.0989
118,0.6134776422682566,0.095,0.0991
119,0.6168261134921815,0.0958,0.0986
120,0.6194238632802456,0.0958,0.0987
121,0.6221789547642389,0.0958,0.0981
122,0.6248321588133197,0.0965,0.0988
123,0.6276500212438126,0.0959,0.0985
124,0.6305267938215158,0.0957,0.0988
125,0.6331539202116546,0.0959,0.0989
126,0.6359673599867013,0.0961,0.099
127,0.6395112661262133,0.0958,0.0987
128,0.6417144861709309,0.0957,0.099
129,0.645060537332862,0.0958,0.0988
130,0.6472325445416961,0.0961,0.099
131,0.6503956534556602,0.0964,0.099
132,0.6530580041463101,0.0966,0.0994
133,0.6556779927660549,0.0961,0.0995
134,0.6581819722142983,0.0962,0.0991
135,0.660012709876816,0.0963,0.0991
136,0.6625641143790981,0.0962,0.0997
137,0.6650970404054304,0.0962,0.0994
138,0.6674891006183306,0.0965,0.0995
139,0.6700797283303066,0.0959,0.0997
140,0.6718662237440537,0.0964,0.0998
141,0.6749040450127765,0.0965,0.0997
142,0.6765455564271824,0.0966,0.0994
143,0.6791685144096329,0.0968,0.0993
144,0.681412348179561,0.0972,0.0998
145,0.6840882053900023,0.0971,0.0997
146,0.6859029285826208,0.0971,0.0994
147,0.6882341608041109,0.0971,0.0994
148,0.6898259087128761,0.097,0.0995
149,0.6923289088364216,0.0968,0.0994
150,0.6934701579675848,0.0973,0.0996
151,0.6953869851765396,0.0976,0.0995
152,0.6976189414956447,0.0975,0.0995
153,0.6988139499027707,0.0973,0.0992
154,0.7005158969509353,0.0977,0.0989
155,0.7017061531221875,0.0972,0.0991
156,0.7041097643443446,0.0972,0.099
157,0.7049895902806795,0.0975,0.099
158,0.707250650120934,0.0972,0.0989
159,0.7086304213155293,0.0974,0.0993
160,0.7110535468378358,0.0976,0.099
161,0.7139248797690602,0.0973,0.0988
162,0.716177483517212,0.0977,0.0989
163,0.7176560315352597,0.0978,0.099
164,0.7188733101626784,0.0974,0.0989
165,0.7206065673514239,0.0976,0.0986
166,0.7227597570872976,0.0973,0.099
167,0.7240921722828009,0.0973,0.0995
168,0.7259894757750225,0.0973,0.099
169,0.7281220745813513,0.0968,0.0988
170,0.7295404757408717,0.097,0.0991
171,0.7309526807883614,0.0973,0.0987
172,0.7317115695410935,0.097,0.0986
173,0.733429838667556,0.0969,0.0988
174,0.7349810638780856,0.0965,0.0988
175,0.7370239163646664,0.097,0.0984
176,0.738925159127708,0.0968,0.0982
177,0.7402091260004179,0.0971,0.0983
178,0.7415408349521487,0.0972,0.0982
179,0.742936931363903,0.0972,0.0983
180,0.7442493112082958,0.0968,0.0983
181,0.7467319181505528,0.097,0.0983
182,0.7482073963623361,0.0972,0.0983
183,0.7493824981116611,0.0965,0.0986
184,0.7504913416396808,0.0965,0.0984
0.07892706
