epoch,train,valid,test
215,0.6822560773993404,0.1077,0.1083
216,0.6841712127382068,0.1076,0.1079
217,0.686721116788294,0.1078,0.1082
218,0.6885086454778008,0.1081,0.1082
219,0.6897202579685393,0.1081,0.1081
220,0.6903850813247935,0.1075,0.1085
221,0.6918110867029924,0.1076,0.1083
222,0.6935342334014551,0.1079,0.1084
223,0.6944318298034651,0.1081,0.1081
224,0.6959068392212387,0.1084,0.108
225,0.6968985139148223,0.1083,0.108
226,0.6978667659085482,0.1087,0.1081
227,0.6989139822856972,0.1084,0.1083
228,0.7004025676450178,0.1085,0.1081
229,0.7007614213754986,0.1082,0.1086
230,0.7028315432842304,0.1087,0.109
231,0.7040554372184269,0.1087,0.109
232,0.7049836935076234,0.1085,0.1087
233,0.706685272667728,0.1084,0.1088
234,0.7078208218224162,0.1083,0.1083
235,0.7096779104953228,0.1086,0.1085
236,0.7110092683457023,0.1085,0.1087
237,0.7125244895034483,0.1083,0.1087
238,0.7135528576455094,0.1085,0.1088
239,0.7151966336081689,0.1086,0.1088
240,0.7163313717726637,0.1087,0.109
241,0.7174850987667407,0.1089,0.1091
242,0.7187508847165747,0.1085,0.1089
243,0.7202749770440052,0.1086,0.1087
244,0.7211544899078117,0.1083,0.109
245,0.7224357738288053,0.1078,0.1087
246,0.7237186437242787,0.1081,0.109
247,0.7249005444833848,0.1084,0.109
248,0.7260321758524663,0.1084,0.109
249,0.7270891018225655,0.1087,0.1094
250,0.7283598908789205,0.1084,0.1095
251,0.7292033069635672,0.1083,0.1093
252,0.7304262818898489,0.1081,0.1087
253,0.7313751181268084,0.108,0.1089
254,0.7323703454032267,0.1081,0.1089
255,0.7335443265773358,0.1083,0.1093
256,0.7351627543813908,0.1081,0.1091
257,0.7365508609705075,0.1083,0.1092
258,0.7380207386892347,0.1082,0.1089
259,0.7391008473198108,0.1085,0.1089
260,0.7407282131616637,0.1087,0.1087
261,0.7418147908535504,0.1085,0.1089
262,0.7433200332313262,0.1087,0.1088
0.01590093
